Education_Sector,Entity_Type,School_No,School_Name,School_Type,School_Status,Address_Line_1,Address_Line_2,Address_Town,Address_State,Address_Postcode,Postal_Address_Line_1,Postal_Address_Line_2,Postal_Town,Postal_State,Postal_Postcode,Full_Phone_No,LGA_ID,LGA_Name,X,Y
Government,1.0,7805.0,Eltham High School,Secondary,O,30-60 Withers Way,,Eltham,VIC,3095.0,30-60 Withers Way,,ELTHAM,VIC,3095.0,03 9430 5111,571.0,Nillumbik (S),145.14172,-37.72444
Government,1.0,7810.0,Elwood College,Secondary,O,101 Glenhuntly Road,,Elwood,VIC,3184.0,101 Glenhuntly Road,,ELWOOD,VIC,3184.0,03 9531 9566,590.0,Port Phillip (C),144.9852,-37.88232
Government,1.0,7813.0,Epping Secondary College,Secondary,O,Mcdonalds Road,,Epping,VIC,3076.0,McDonalds Road,,EPPING,VIC,3076.0,03 9401 2599,707.0,Whittlesea (C),145.03343,-37.644
Government,1.0,7820.0,Euroa Secondary College,Secondary,O,26 Campbell St,,Euroa,VIC,3666.0,P O Box 63,,EUROA,VIC,3666.0,03 5795 2512,643.0,Strathbogie (S),145.5648,-36.7582
Government,1.0,7823.0,Fairhills High School,Secondary,O,330 Scoresby Road,,Knoxfield,VIC,3180.0,P O Box 226,,FERNTREE GULLY,VIC,3156.0,03 9758 5022,367.0,Knox (C),145.25904,-37.87321
Government,1.0,7837.0,Bendigo South East 7-10 Secondary College,Secondary,O,Ellis Street,,Bendigo,VIC,3550.0,P O Box 15,,Strathdale,VIC,3550.0,03 5443 4522,262.0,Greater Bendigo (C),144.29759,-36.77579
Government,1.0,7839.0,Port Melbourne Secondary College,Secondary,O,477 Graham Street,,Port Melbourne,VIC,3207.0,477 Graham Street,,Port Melbourne,VIC,3207.0,03 9113 3500,590.0,Port Phillip (C),144.93204,-37.83201
Government,1.0,7842.0,Footscray High School,Secondary,O,1 Kinnear Street,,Footscray,VIC,3011.0,1 Kinnear Street,,Footscray,VIC,3011.0,03 9112 9500,433.0,Maribyrnong (C),144.89376,-37.79104
Government,1.0,7845.0,Foster Secondary College,Secondary,O,2-10 Pioneer Street,,Foster,VIC,3960.0,PO Box 23,,FOSTER,VIC,3960.0,03 5682 2066,617.0,South Gippsland (S),146.19741,-38.65174
Government,1.0,7850.0,Frankston High School,Secondary,O,97 Foot Street,,Frankston,VIC,3199.0,97 Foot Street,,FRANKSTON,VIC,3199.0,03 9783 7955,217.0,Frankston (C),145.12895,-38.16219
Government,1.0,7855.0,Geelong High School,Secondary,O,385 Ryrie Street,,East Geelong,VIC,3219.0,385 Ryrie Street,,EAST GEELONG,VIC,3219.0,03 5225 4100,275.0,Greater Geelong (C),144.37373,-38.15303
Government,1.0,7856.0,North Geelong Secondary College,Secondary,O,86-132 Separation Street,,North Geelong,VIC,3215.0,86 - 132  Separation St,,NORTH GEELONG,VIC,3215.0,03 5240 5800,275.0,Greater Geelong (C),144.34079,-38.10996
Government,1.0,7857.0,Gisborne Secondary College,Secondary,O,95 Melton Road,,Gisborne,VIC,3437.0,P O Box 57,,GISBORNE,VIC,3437.0,03 5428 3691,413.0,Macedon Ranges (S),144.58477,-37.49811
Government,1.0,7858.0,Gladstone Park Secondary College,Secondary,O,14 - 36 Taylor Drive,,Gladstone Park,VIC,3043.0,14 - 36 Taylor Drive,,GLADSTONE PARK,VIC,3043.0,03 9933 0500,327.0,Hume (C),144.89,-37.68977
Government,1.0,7874.0,Bundoora Secondary College,Secondary,O,53 Balmoral Avenue,,Bundoora,VIC,3083.0,P O Box 68,,BUNDOORA,VIC,3083.0,03 9467 1511,66.0,Banyule (C),145.06198,-37.7075
Government,1.0,7876.0,Greater Shepparton Secondary College,Secondary,O,31-71 Hawdon Street,,Shepparton,VIC,3630.0,P O Box 4010,,Shepparton,VIC,3632.0,03 5891 2000,283.0,Greater Shepparton (C),145.4154,-36.37207
Government,1.0,7893.0,Western Port Secondary College,Secondary,O,215 High Street,,Hastings,VIC,3915.0,"P O Box 101, 215 HIGH STREET",,HASTINGS,VIC,3915.0,03 5979 1577,534.0,Mornington Peninsula (S),145.17638,-38.30817
Government,1.0,7900.0,Healesville High School,Secondary,O,10 Camerons Road,,Healesville,VIC,3777.0,10 Camerons Road,,HEALESVILLE,VIC,3777.0,03 5962 4088,745.0,Yarra Ranges (S),145.53081,-37.64359
Government,1.0,7910.0,Heywood District Secondary College,Secondary,O,Gorrie Street,,Heywood,VIC,3304.0,P O Box 180,,HEYWOOD,VIC,3304.0,03 5527 1303,241.0,Glenelg (S),141.6205,-38.12927
Government,1.0,7918.0,Highvale Secondary College,Secondary,O,Capital Avenue,,Glen Waverley,VIC,3150.0,Capital Avenue,,GLEN WAVERLEY,VIC,3150.0,03 9803 5144,497.0,Monash (C),145.17682,-37.86541
Government,1.0,7945.0,Kerang Technical High School,Secondary,O,Murray St,,Kerang,VIC,3579.0,P O Box 201,,KERANG,VIC,3579.0,03 5452 1062,225.0,Gannawarra (S),143.9138,-35.72565
Government,1.0,7947.0,Kensington Community High School,Secondary,O,405 Racecourse Rd,,Kensington,VIC,3031.0,P O Box 321,,FLEMINGTON,VIC,3031.0,03 9376 1953,460.0,Melbourne (C),144.92558,-37.78791
Government,1.0,7950.0,Kew High School,Secondary,O,1393 Burke Road,,Kew East,VIC,3102.0,1393 Burke Road,,KEW EAST,VIC,3102.0,03 9092 7500,111.0,Boroondara (C),145.06336,-37.79555
Government,1.0,7954.0,Koonung Secondary College,Secondary,O,68 Box Hill Crescent,,Mont Albert North,VIC,3129.0,68 Box Hill Crescent,,MONT ALBERT NORTH,VIC,3129.0,03 9890 9662,698.0,Whitehorse (C),145.11756,-37.80219
Government,1.0,7955.0,Koo Wee Rup Secondary College,Secondary,O,345-357 Rossiter Road,,Koo Wee Rup,VIC,3981.0,P O Box 30,,KOO WEE RUP,VIC,3981.0,03 5997 1444,145.0,Cardinia (S),145.49578,-38.19709
Government,1.0,7960.0,Korumburra Secondary College,Secondary,O,125 Jumbunna Road,,Korumburra,VIC,3950.0,Private Bag 2,,KORUMBURRA,VIC,3950.0,03 5655 1566,617.0,South Gippsland (S),145.8039,-38.44387
Government,1.0,7965.0,Kyabram P-12 College,Pri/Sec,O,57 Fischer Street,,Kyabram,VIC,3620.0,P O Box 384,,KYABRAM,VIC,3619.0,03 5851 2100,137.0,Campaspe (S),145.05621,-36.31748
Government,1.0,7970.0,Kyneton High School,Secondary,O,1-9 Epping Street,,Kyneton,VIC,3444.0,1-9 Epping St,,KYNETON,VIC,3444.0,03 5421 1100,413.0,Macedon Ranges (S),144.45817,-37.25133
Government,1.0,7985.0,Lalor Secondary College,Secondary,O,118 David Street,,Lalor,VIC,3075.0,P O Box 1015,,LALOR,VIC,3075.0,03 9463 7300,707.0,Whittlesea (C),145.03062,-37.67266
Government,1.0,7986.0,Lalor North Secondary College,Secondary,O,114 Childs Road,,Epping,VIC,3076.0,114 Childs Road,,EPPING,VIC,3076.0,03 9401 3888,707.0,Whittlesea (C),145.03412,-37.66077
Government,1.0,7995.0,Lilydale High School,Secondary,O,25 Melba Avenue,,Lilydale,VIC,3140.0,25 Melba Ave,,LILYDALE,VIC,3140.0,03 9735 5644,745.0,Yarra Ranges (S),145.34392,-37.7607
Government,1.0,7997.0,Lorne P-12 College,Pri/Sec,O,15 Grove Road,,Lorne,VIC,3232.0,P O Box 39,,Lorne P-12 College,VIC,3232.0,03 5289 1585,649.0,Surf Coast (S),143.97389,-38.53918
Government,1.0,8000.0,Lyndale Secondary College,Secondary,O,14 Halton Road,,Dandenong North,VIC,3175.0,P O Box 2684,,DANDENONG NORTH,VIC,3175.0,03 9795 2366,267.0,Greater Dandenong (C),145.20671,-37.95876
Government,1.0,8003.0,Lynall Hall Community School,Secondary,O,7 Gleadell Street,,Richmond,VIC,3121.0,P O Box 99,,RICHMOND,VIC,3121.0,03 9428 4421,735.0,Yarra (C),145.00226,-37.81648
Government,1.0,8005.0,Maffra Secondary College,Secondary,O,Bill Cane Court,,Maffra,VIC,3860.0,Bill Cane Court,,MAFFRA,VIC,3860.0,03 5147 1790,681.0,Wellington (S),146.98242,-37.96489
Government,1.0,8010.0,Mansfield Secondary College,Secondary,O,15 View Street,,Mansfield,VIC,3722.0,P O Box 203,,MANSFIELD,VIC,3724.0,03 5775 2022,425.0,Mansfield (S),146.08856,-37.06268
Government,1.0,8015.0,Maribyrnong Secondary College,Secondary,O,Gordon Street,,Maribyrnong,VIC,3032.0,Gordon Street,,MARIBYRNONG,VIC,3032.0,03 9091 8100,433.0,Maribyrnong (C),144.88823,-37.77931
Government,1.0,8022.0,Matthew Flinders Girls Secondary College,Secondary,O,2 Little Ryrie Street,,Geelong,VIC,3220.0,P O Box 1285,,GEELONG,VIC,3220.0,03 4243 0500,275.0,Greater Geelong (C),144.35321,-38.14959
Government,1.0,8025.0,Melbourne High School,Secondary,O,Forrest Hill,,South Yarra,VIC,3141.0,Forrest Hill,,SOUTH YARRA,VIC,3141.0,03 9826 0711,635.0,Stonnington (C),144.99531,-37.83683
Government,1.0,8027.0,Melton Secondary College,Secondary,O,Coburns Road,,Melton,VIC,3337.0,P O Box 597,,MELTON,VIC,3337.0,03 9743 3322,465.0,Melton (C),144.56822,-37.68175
Government,1.0,8030.0,Mentone Girls Secondary College,Secondary,O,175 Balcombe Road,,Mentone,VIC,3194.0,P O Box 52,,MENTONE,VIC,3194.0,03 9581 5200,343.0,Kingston (C),145.0535,-37.98018
Government,1.0,8041.0,Mickleham Secondary College,Secondary,O,45 Blackmore Road,,Mickleham,VIC,3064.0,45 Blackmore Road,,Mickleham,VIC,3064.0,03 8764 1000,327.0,Hume (C),144.90194,-37.52738
Government,1.0,8045.0,Mildura Senior College,Secondary,O,307-339 Deakin Avenue,,Mildura,VIC,3500.0,P O Box 1436,,MILDURA,VIC,3502.0,03 5021 2911,478.0,Mildura (RC),142.14539,-34.198
Government,1.0,8050.0,Mirboo North Secondary College,Secondary,O,Castle Street,,Mirboo North,VIC,3871.0,Castle Street,,MIRBOO NORTH,VIC,3871.0,03 5667 9000,617.0,South Gippsland (S),146.14882,-38.40018
Government,1.0,8065.0,Monbulk College,Secondary,O,146-148 David Hill Road,,Monbulk,VIC,3793.0,146-148 David Hill Road,,MONBULK,VIC,3793.0,03 9751 9000,745.0,Yarra Ranges (S),145.42781,-37.88318
Government,1.0,8068.0,Montmorency Secondary College,Secondary,O,Para Road,,Montmorency,VIC,3094.0,Para Road,,MONTMORENCY,VIC,3094.0,03 9422 1500,66.0,Banyule (C),145.11361,-37.71408
Government,1.0,8071.0,Mooroolbark College,Secondary,O,186 Manchester Road,,Mooroolbark,VIC,3138.0,186 Manchester Road,,MOOROOLBARK,VIC,3138.0,03 9727 8100,745.0,Yarra Ranges (S),145.31423,-37.77508
Government,1.0,8075.0,Mordialloc College,Secondary,O,1 Station Street,,Mordialloc,VIC,3195.0,1 Station Street,,MORDIALLOC,VIC,3195.0,03 9580 1184,343.0,Kingston (C),145.09268,-38.01224
Government,1.0,8100.0,Mount Beauty Secondary College,Secondary,O,Tailrace Road,,Mount Beauty,VIC,3699.0,P O Box 38,,MOUNT BEAUTY,VIC,3699.0,03 5754 4005,11.0,Alpine (S),147.16728,-36.74031
Government,1.0,8102.0,Mount Eliza Secondary College,Secondary,O,204 Canadian Bay Road,,Mount Eliza,VIC,3930.0,Locked Bag 4,,MOUNT ELIZA,VIC,3930.0,03 9787 6288,534.0,Mornington Peninsula (S),145.09354,-38.1897
Government,1.0,8105.0,Mount Waverley Secondary College,Secondary,O,9 Lechte Road,,Mount Waverley,VIC,3149.0,P O Box 346,,MOUNT WAVERLEY,VIC,3149.0,03 9803 6811,497.0,Monash (C),145.13231,-37.86909
Government,1.0,8125.0,McKinnon Secondary College,Secondary,O,291a Mckinnon Road,,Mckinnon,VIC,3204.0,291a McKinnon Road,,MCKINNON,VIC,3204.0,03 8520 9000,231.0,Glen Eira (C),145.04854,-37.9122
Government,1.0,8135.0,MacRobertson Girls High School,Secondary,O,350-370 Kings Way,,Melbourne,VIC,3004.0,350-370 Kings Way,,MELBOURNE,VIC,3004.0,03 9864 7700,590.0,Port Phillip (C),144.97186,-37.83589
Government,1.0,8140.0,Nathalia Secondary College,Secondary,O,41 Chapel Street,,Nathalia,VIC,3638.0,P O Box 42,,NATHALIA,VIC,3638.0,03 5866 2331,490.0,Moira (S),145.20844,-36.0599
Government,1.0,8145.0,Neerim District Secondary College,Secondary,O,20 Neerim East Road,,Neerim South,VIC,3831.0,P O Box 18,,NEERIM SOUTH,VIC,3831.0,03 5628 1455,83.0,Baw Baw (S),145.95668,-38.01694
Government,1.0,8151.0,Newcomb Secondary College,Secondary,O,81 - 85 Bellarine Highway,,Newcomb,VIC,3219.0,81 - 85 Bellarine Highway,,NEWCOMB,VIC,3219.0,03 5248 1400,275.0,Greater Geelong (C),144.3952,-38.17113
Government,1.0,8180.0,Northcote High School,Secondary,O,St Georges Road,,Northcote,VIC,3070.0,St Georges Road,,NORTHCOTE,VIC,3070.0,03 9488 2300,189.0,Darebin (C),144.98971,-37.77416
Government,1.0,8185.0,Norwood Secondary College,Secondary,O,9 Byron Street,,Ringwood,VIC,3134.0,PO Box 371,,RINGWOOD,VIC,3134.0,03 9871 0400,441.0,Maroondah (C),145.2376,-37.79975
Government,1.0,8190.0,Numurkah Secondary College,Secondary,O,104 Tocumwal Road,,Numurkah,VIC,3636.0,P O Box 229,,NUMURKAH,VIC,3636.0,03 5862 1088,490.0,Moira (S),145.44627,-36.07995
Government,1.0,8210.0,Oberon High School,Secondary,O,163 Batten Road,,Armstrong Creek,VIC,3217.0,12 PICKETT CRESCENT,,Armstrong Creek,VIC,3216.0,03 5243 4444,275.0,Greater Geelong (C),144.36414,-38.23176
Government,1.0,8215.0,Orbost Secondary College,Secondary,O,20 Arnold Street,,Orbost,VIC,3888.0,P O Box 270,,ORBOST,VIC,3888.0,03 5154 1084,211.0,East Gippsland (S),148.46635,-37.70411
Government,1.0,8220.0,Ouyen P-12 College,Pri/Sec,O,1-35 Fuller Street,,Ouyen,VIC,3490.0,1-35 Fuller Street,,OUYEN,VIC,3490.0,03 5092 1182,478.0,Mildura (RC),142.32261,-35.06457
Government,1.0,8223.0,Pakenham Secondary College,Secondary,O,1020 Princes Highway,,Pakenham,VIC,3810.0,1020 Princes Highway,,PAKENHAM,VIC,3810.0,03 5945 1433,145.0,Cardinia (S),145.471,-38.069
Government,1.0,8224.0,Edenbrook Secondary College,Secondary,O,133 Henry Road,,Pakenham,VIC,3810.0,133 Henry Road,,Pakenham,VIC,3810.0,03 5943 9200,145.0,Cardinia (S),145.44402,-38.07827
Government,1.0,8225.0,Parkdale Secondary College,Secondary,O,Warren Road,,Mordialloc,VIC,3195.0,"Warren Road,",,MORDIALLOC,VIC,3195.0,03 9580 6311,343.0,Kingston (C),145.0935,-37.9903
Government,1.0,8227.0,Pascoe Vale Girls Secondary College,Secondary,O,Lake Avenue,,Pascoe Vale,VIC,3044.0,Post Office Box 2122,,OAK PARK,VIC,3046.0,03 9306 2544,525.0,Merri-bek (C),144.9355,-37.71756
Government,1.0,8231.0,Prahran High School,Secondary,O,138 High Street,,Windsor,VIC,3181.0,P O Box 1124,,Windsor,VIC,3181.0,03 9113 1000,635.0,Stonnington (C),144.99116,-37.85175
Government,1.0,8241.0,Preston High School,Secondary,O,2-16 Cooma Street,,Preston,VIC,3072.0,2-16 Cooma Street,,Preston,VIC,3072.0,03 9055 8400,189.0,Darebin (C),145.0064,-37.74169
Government,1.0,8245.0,Princes Hill Secondary College,Secondary,O,47 Arnold Street,,Princes Hill,VIC,3054.0,47 Arnold Street,,PRINCES HILL,VIC,3054.0,03 9389 0600,735.0,Yarra (C),144.96503,-37.78348
Government,1.0,8246.0,Homestead Senior Secondary College,Secondary,O,9 Coaching Parade,,Point Cook,VIC,3030.0,9 Coaching Parade,,Point Cook,VIC,3030.0,03 7379 9600,726.0,Wyndham (C),144.76858,-37.91573
Government,1.0,8250.0,Bellarine Secondary College,Secondary,O,Peninsula Drive,,Drysdale,VIC,3222.0,Peninsula Drive,,DRYSDALE,VIC,3222.0,03 5251 9000,275.0,Greater Geelong (C),144.55753,-38.19066
Government,1.0,8256.0,Rainbow P-12 College,Pri/Sec,O,17 Albert Street,,Rainbow,VIC,3424.0,P O Box 223,,Rainbow,VIC,3424.0,03 5395 1063,298.0,Hindmarsh (S),141.9967,-35.89447
Government,1.0,8260.0,Red Cliffs Secondary College,Secondary,O,55 Fitzroy Avenue,,Red Cliffs,VIC,3496.0,P O Box 285,,RED CLIFFS,VIC,3496.0,03 5024 1522,478.0,Mildura (RC),142.19545,-34.2988
Government,1.0,8270.0,Ringwood Secondary College,Secondary,O,Bedford Road,,Ringwood,VIC,3134.0,Bedford Road,,RINGWOOD,VIC,3134.0,03 9870 2002,441.0,Maroondah (C),145.23915,-37.81661
Government,1.0,8271.0,Richmond High School,Secondary,O,4 Griffiths Street,,Richmond,VIC,3121.0,Post Office Box 201,,Richmond,VIC,3121.0,03 8396 6399,735.0,Yarra (C),145.0028,-37.81741
Government,1.0,8276.0,Robinvale College,Pri/Sec,O,88 George Street,,Robinvale,VIC,3549.0,PO Box 378,,ROBINVALE,VIC,3549.0,03 5026 3704,661.0,Swan Hill (RC),142.78155,-34.58889
Government,1.0,8280.0,Rochester Secondary College,Secondary,O,26 Edward Street,,Rochester,VIC,3561.0,P O Box 186,,ROCHESTER,VIC,3561.0,03 5484 1844,137.0,Campaspe (S),144.6987,-36.35278
Government,1.0,8290.0,Rosebud Secondary College,Secondary,O,245 Eastbourne Road,,Rosebud,VIC,3939.0,245 Eastbourne Road,,ROSEBUD,VIC,3939.0,03 5986 8595,534.0,Mornington Peninsula (S),144.88745,-38.36762
Government,1.0,8294.0,Rubicon Outdoor School,Secondary,O,264 Rubicon Road,,Thornton,VIC,3712.0,264 Rubicon Rd,,THORNTON,VIC,3712.0,03 5773 2285,562.0,Murrindindi (S),145.82134,-37.29493
Government,1.0,8300.0,Rutherglen High School,Secondary,O,40 Sheridans Bridge Road,,Rutherglen,VIC,3685.0,P O Box 84,,RUTHERGLEN,VIC,3685.0,02 6032 9483,335.0,Indigo (S),146.4521,-36.06256
Government,1.0,8303.0,Saltwater P-9 College,Pri/Sec,O,15 Kirra Place,,Point Cook,VIC,3030.0,15 Kirra Place,,Point Cook,VIC,3030.0,03 8366 7700,726.0,Wyndham (C),144.77005,-37.91054
Government,1.0,8307.0,Scoresby Secondary College,Secondary,O,Cavell Street,,Scoresby,VIC,3179.0,Cavell Street,,SCORESBY,VIC,3179.0,03 9765 4100,367.0,Knox (C),145.2362,-37.88864
Government,1.0,8330.0,St Albans Secondary College,Secondary,O,289 Main Road East,,St Albans,VIC,3021.0,289 MAIN ROAD EAST,,ST ALBANS,VIC,3021.0,03 9366 2555,118.0,Brimbank (C),144.80841,-37.74553
Government,1.0,8335.0,St Arnaud Secondary College,Secondary,O,Smith Street,,St Arnaud,VIC,3478.0,P O Box 40,,ST ARNAUD,VIC,3478.0,03 5495 1811,581.0,Northern Grampians (S),143.25094,-36.60955
Government,1.0,8337.0,Oakwood School,Secondary,O,319 Balaclava Road,,Caulfield North,VIC,3161.0,319 Balaclava Road,,CAULFIELD NORTH,VIC,3161.0,03 9563 5644,231.0,Glen Eira (C),145.03417,-37.87398
Government,1.0,8345.0,Strathmore Secondary College,Secondary,O,400 Pascoe Vale Road,,Strathmore,VIC,3041.0,400 Pascoe Vale Road,,STRATHMORE,VIC,3041.0,03 9379 7999,506.0,Moonee Valley (C),144.92664,-37.73695
Government,1.0,8350.0,Sunbury College,Secondary,O,30 Racecourse Road,,Sunbury,VIC,3429.0,P O BOX 183,,Sunbury,VIC,3429.0,03 9744 1066,327.0,Hume (C),144.72867,-37.57428
Government,1.0,8368.0,Sydney Road Community School,Secondary,O,12-14 Glenlyon Road,,Brunswick,VIC,3056.0,12-14 Glenylon Road,,BRUNSWICK,VIC,3056.0,03 9380 9417,525.0,Merri-bek (C),144.96234,-37.77182
Government,1.0,8370.0,Tallangatta Secondary College,Secondary,O,145 Towong Street,,Tallangatta,VIC,3700.0,P O Box 81,,TALLANGATTA,VIC,3700.0,02 6071 5000,667.0,Towong (S),147.17267,-36.22044
Government,1.0,8383.0,Thomastown Secondary College,Secondary,O,80-96 Main Street,,Thomastown,VIC,3074.0,P O Box 110,,THOMASTOWN,VIC,3074.0,03 9465 0844,707.0,Whittlesea (C),145.00194,-37.67872
Government,1.0,8395.0,Trafalgar High School,Secondary,O,70-80 School Road,,Trafalgar,VIC,3824.0,Locked Bag 1,,TRAFALGAR,VIC,3824.0,03 5633 1733,83.0,Baw Baw (S),146.1583,-38.21457
Government,1.0,8397.0,Dohertys Creek P-9 College,Pri/Sec,O,60 Elmhurst Road,,Truganina,VIC,3029.0,60 Elmhurst Road,,Truganina,VIC,3029.0,03 8560 6079,726.0,Wyndham (C),144.73391,-37.84298
Government,1.0,8405.0,University High School,Secondary,O,77 Story Street,,Parkville,VIC,3052.0,77 Story Street,,PARKVILLE,VIC,3052.0,03 9347 2022,460.0,Melbourne (C),144.95538,-37.79698
Government,1.0,8407.0,Roxburgh College,Secondary,O,60-70 Donald Cameron Drive,,Roxburgh Park,VIC,3064.0,PO Box 453,,Somerton BC Somerton,VIC,3062.0,03 9930 8100,327.0,Hume (C),144.93033,-37.63041
Government,1.0,8410.0,Upper Yarra Secondary College,Secondary,O,81-89 Little Yarra Road,,Yarra Junction,VIC,3797.0,P O Box 550,,Yarra Junction,VIC,3797.0,03 5967 1877,745.0,Yarra Ranges (S),145.62393,-37.79209
Government,1.0,8415.0,Upwey High School,Secondary,O,1451 Burwood Highway,,Upwey,VIC,3158.0,1451 Burwood Hwy,,UPWEY,VIC,3158.0,03 9754 2838,745.0,Yarra Ranges (S),145.33548,-37.90436
Government,1.0,8420.0,Vermont Secondary College,Secondary,O,27 - 63 Morack Road,,Vermont,VIC,3133.0,P O Box 138,,Vermont,VIC,3133.0,03 8872 6300,698.0,Whitehorse (C),145.1997,-37.84412
Government,1.0,8421.0,Kambrya College,Secondary,O,68 Bemersyde Drive,,Berwick,VIC,3806.0,P O Box 153,,BERWICK,VIC,3806.0,03 9707 7600,161.0,Casey (C),145.34741,-38.05369
Government,1.0,8423.0,Carrum Downs Secondary College,Secondary,O,263 McCormicks Road,,Carrum Downs,VIC,3201.0,P O Box 8845,,CARRUM DOWNS,VIC,3201.0,03 9788 9100,217.0,Frankston (C),145.19766,-38.09529
Government,1.0,8425.0,Wangaratta High School,Secondary,O,17-49 Edwards Street,,Wangaratta,VIC,3677.0,P O Box 235,,WANGARATTA,VIC,3676.0,03 5723 0500,670.0,Wangaratta (RC),146.30772,-36.3449
Government,1.0,8427.0,Greenvale Secondary College,Secondary,O,2 Glencairn Drive,,Greenvale,VIC,3059.0,2 Glencairn Drive,,Greenvale,VIC,3059.0,03 8393 0000,327.0,Hume (C),144.88961,-37.6503
Government,1.0,8428.0,Wantirna College,Secondary,O,90 Harold Street,,Wantirna,VIC,3152.0,90 Harold Street,,WANTIRNA,VIC,3152.0,03 9801 9700,367.0,Knox (C),145.22997,-37.8576
Government,1.0,8430.0,Warracknabeal Secondary College,Secondary,O,5 Werrigar Street,,Warracknabeal,VIC,3393.0,PO Box 285,,WARRACKNABEAL,VIC,3393.0,03 5398 1433,763.0,Yarriambiack (S),142.3908,-36.25768
Government,1.0,8437.0,Warrandyte High School,Secondary,O,241-247 Heidelberg-Warrandyte Rd,,Warrandyte,VIC,3113.0,Cnr Alexander & Warrandyte Rds,,Warrandyte,VIC,3113.0,03 9844 2749,421.0,Manningham (C),145.18422,-37.74827
Government,1.0,8462.0,Wellington Secondary College,Secondary,O,91 Police Road,,Mulgrave,VIC,3170.0,P O Box 1,,MULGRAVE,VIC,3170.0,03 9547 6822,497.0,Monash (C),145.16938,-37.93447
Government,1.0,8465.0,Werribee Secondary College,Secondary,O,45 Duncans Road,,Werribee,VIC,3030.0,P O Box 314,,WERRIBEE,VIC,3030.0,03 9741 1822,726.0,Wyndham (C),144.66874,-37.90554
Government,1.0,8466.0,Bairnsdale Secondary College,Secondary,O,90 Mckean Street,,Bairnsdale,VIC,3875.0,P O Box 325,,BAIRNSDALE,VIC,3875.0,03 5150 4800,211.0,East Gippsland (S),147.605,-37.82871
Government,1.0,8470.0,Westall Secondary College,Secondary,O,88-128 Rosebank Avenue,,Clayton South,VIC,3169.0,88-128 Rosebank Avenue,,CLAYTON SOUTH,VIC,3169.0,03 9546 3233,343.0,Kingston (C),145.13658,-37.94031
Government,1.0,8474.0,Wheelers Hill Secondary College,Secondary,O,2-28 Raphael Drive,,Wheelers Hill,VIC,3150.0,2-28 Raphael Drive,,WHEELERS HILL,VIC,3150.0,03 9561 5811,497.0,Monash (C),145.18174,-37.91013
Government,1.0,8475.0,Williamstown High School,Secondary,O,76 Pasco Street,,Williamstown,VIC,3016.0,76 Pasco Street,,WILLIAMSTOWN,VIC,3016.0,03 9397 1899,311.0,Hobsons Bay (C),144.89502,-37.86286
Government,1.0,8480.0,Wodonga Senior Secondary College,Secondary,O,80 Brockley Street,,Wodonga,VIC,3690.0,80 Brockley Street,,WODONGA,VIC,3690.0,02 6043 7500,717.0,Wodonga (C),146.88105,-36.12561
Government,1.0,8490.0,Yarram Secondary College,Secondary,O,86 James Street,,Yarram,VIC,3971.0,P O Box 135,,YARRAM,VIC,3971.0,03 5182 5522,681.0,Wellington (S),146.68541,-38.56743
Government,1.0,8491.0,Woodmans Hill Secondary College,Secondary,O,1 Fussell Street,,Ballarat East,VIC,3350.0,PO Box 1066,,Bakery Hill,VIC,3354.0,03 5336 7264,57.0,Ballarat (C),143.89228,-37.55912
Government,1.0,8500.0,Yea High School,Secondary,O,67 Racecourse Rd,,Yea,VIC,3717.0,P O Box 63,,YEA,VIC,3717.0,03 5797 2207,562.0,Murrindindi (S),145.40854,-37.21501
Government,1.0,8704.0,Glen Eira College,Secondary,O,76 Booran Road,,Caulfield East,VIC,3145.0,76 Booran Road,,CAULFIELD EAST,VIC,3145.0,03 9571 7838,231.0,Glen Eira (C),145.03801,-37.8857
Government,1.0,8705.0,Craigieburn Secondary College,Secondary,O,102 Hothlyn Drive,,Craigieburn,VIC,3064.0,102 Hothlyn Drive,,CRAIGIEBURN,VIC,3064.0,03 9308 1144,327.0,Hume (C),144.93595,-37.60875
Government,1.0,8707.0,Emerald Secondary College,Secondary,O,425 Belgrave-gembrook Rd,,Emerald,VIC,3782.0,P O Box 264,,EMERALD,VIC,3782.0,03 5968 5388,145.0,Cardinia (S),145.45874,-37.92427
Government,1.0,8708.0,Reservoir High School,Secondary,O,855 Plenty Road,,Reservoir,VIC,3073.0,855 Plenty Road,,RESERVOIR,VIC,3073.0,03 9466 0900,189.0,Darebin (C),145.02977,-37.72226
Government,1.0,8709.0,Hampton Park Secondary College,Secondary,O,58 - 96 Fordholm Road,,Hampton Park,VIC,3976.0,P O Box 480,,HAMPTON PARK,VIC,3976.0,03 8795 9400,161.0,Casey (C),145.25988,-38.03486
Government,1.0,8710.0,Hoppers Crossing Secondary College,Secondary,O,2 Fraser Street,,Hoppers Crossing,VIC,3029.0,2 Fraser Street,,HOPPERS CROSSING,VIC,3029.0,03 9974 7777,726.0,Wyndham (C),144.69536,-37.87122
